candidate_subset,delta_MSBP_minus_family_size_R2,generic_minus_MSBP_R2,MSBP_retained_fraction_of_generic_gain
polymer_tg_predictor_novel_only,0.29748054909702837,0.06969705044440866,0.810181638173319
